video_id,concept_id
164,9
164,70
164,95
165,90
165,505
165,168
165,506
165,101
165,75
165,9
165,171
165,70
165,63
166,398
166,507
166,145
166,41
166,498
166,508
166,509
166,74
166,510
166,9
167,56
167,12
167,206
167,345
167,104
167,66
167,511
167,504
167,9
167,512
168,513
168,185
168,148
168,12
168,474
168,477
168,16
168,194
168,121
168,9
169,148
169,206
169,187
169,104
169,51
169,208
169,53
169,121
169,9
169,485
170,158
170,92
170,101
170,514
170,61
170,74
170,515
170,288
170,9
170,63
171,71
171,56
171,46
171,417
171,516
171,74
171,515
171,75
171,517
171,9
172,145
172,12
172,41
172,96
172,103
172,477
172,66
172,68
172,9
172,518
173,20
173,41
173,92
173,397
173,519
173,139
173,194
173,48
173,51
173,121
174,185
174,103
174,514
174,74
174,515
174,144
174,51
174,210
174,9
174,520
175,495
175,496
175,119
175,168
175,61
175,51
175,6
175,9
175,70
175,63
176,184
176,96
176,103
176,92
176,168
176,477
176,229
176,316
176,51
176,9
177,438
177,13
177,473
177,100
177,104
177,166
177,9
177,171
177,521
177,63
178,184
178,213
178,496
178,12
178,96
178,46
178,92
178,74
178,490
178,478
179,12
179,405
179,13
179,96
179,97
179,470
179,104
179,9
179,512
179,522
180,118
180,345
180,523
180,503
180,74
180,121
180,9
180,106
180,512
180,107
181,158
181,191
181,92
181,228
181,514
181,74
181,316
181,515
181,9
181,524
182,12
182,470
182,525
182,211
182,526
182,106
182,107
182,527
182,528
182,529
183,97
183,168
183,131
183,101
183,74
183,515
183,51
183,9
183,70
183,480
184,213
184,41
184,118
184,96
184,46
184,530
184,531
184,488
184,532
184,107
185,71
185,533
185,495
185,306
185,168
185,216
185,534
185,60
185,51
185,480
186,27
186,133
186,535
186,470
186,78
186,74
186,515
186,210
186,9
186,55
187,56
187,12
187,41
187,96
187,92
187,536
187,74
187,98
187,9
187,107
188,90
188,533
188,213
188,41
188,168
188,101
188,30
188,74
188,48
188,70
189,537
189,191
189,185
189,213
189,131
189,498
189,280
189,531
189,9
189,63
190,191
190,213
190,27
190,538
190,173
190,74
190,51
190,539
190,121
190,9
191,540
191,541
191,533
191,495
191,542
191,156
191,160
191,51
191,9
191,55
192,191
192,185
192,27
192,543
192,498
192,280
192,530
192,74
192,532
192,9
193,544
193,12
193,118
193,241
193,525
193,85
193,524
193,545
193,107
193,39
194,507
194,92
194,168
194,546
194,61
194,74
194,547
194,211
194,9
194,289
195,56
195,213
195,41
195,46
195,548
195,532
195,51
195,9
195,549
195,70
196,550
196,184
196,41
196,516
196,61
196,66
196,128
196,6
196,9
196,63
197,56
197,41
197,28
197,46
197,48
197,128
197,51
197,6
197,9
197,54
198,533
198,168
198,223
198,131
198,189
198,313
198,9
198,551
198,63
198,480
199,90
199,541
199,162
199,3
199,194
199,51
199,53
199,9
199,480
199,93
200,124
200,168
200,131
200,22
200,30
200,48
200,326
200,9
200,93
200,253
201,71
201,56
201,41
201,97
201,103
201,516
201,340
201,87
201,517
201,9
202,90
202,552
202,56
202,168
202,101
202,488
202,194
202,113
202,121
202,9
203,41
203,13
203,553
203,6
203,52
203,210
203,211
203,9
203,554
203,526
204,179
204,109
204,168
204,101
204,488
204,17
204,164
204,9
204,32
204,555
205,191
205,56
205,41
205,16
205,74
205,85
205,17
205,87
205,517
205,9
206,12
206,41
206,215
206,48
206,128
206,51
206,288
206,6
206,211
206,9
207,556
207,203
207,162
207,484
207,7
207,557
207,558
207,9
207,32
207,559
208,56
208,12
208,13
208,345
208,46
208,560
208,210
208,9
208,54
208,528
209,90
209,158
209,213
209,119
209,168
209,203
209,61
209,48
209,9
209,70
210,213
210,12
210,501
210,561
210,194
210,266
210,69
210,70
210,480
210,562
211,41
211,563
211,92
211,100
211,519
211,194
211,121
211,9
211,32
211,336
212,185
212,12
212,16
212,194
212,364
212,17
212,114
212,564
212,70
212,565
213,491
213,20
213,41
213,202
213,16
213,9
213,70
213,566
213,261
213,481
214,122
214,90
214,158
214,41
214,97
214,202
214,128
214,6
214,9
214,54
215,118
215,567
215,568
215,85
215,208
215,87
215,9
215,36
215,107
215,569
216,550
216,202
216,168
216,101
216,48
216,75
216,6
216,9
216,63
216,54
217,438
217,473
217,477
217,74
217,128
217,6
217,211
217,9
217,171
217,63
218,96
218,74
218,128
218,198
218,6
218,210
218,9
218,70
218,95
218,481
219,91
219,12
219,41
219,46
219,570
219,571
219,128
219,6
219,9
219,54
220,191
220,550
220,11
220,46
220,168
220,101
220,488
220,316
220,6
220,121
221,56
221,109
221,12
221,41
221,92
221,572
221,16
221,128
221,9
221,481
222,310
222,74
222,51
222,68
222,198
222,6
222,52
222,211
222,9
222,70
223,257
223,12
223,96
223,103
223,229
223,259
223,66
223,128
223,6
223,9
224,56
224,12
224,41
224,103
224,516
224,92
224,101
224,573
224,128
224,9
225,537
225,505
225,119
225,217
225,128
225,75
225,6
225,9
225,171
225,63
226,90
226,158
226,56
226,202
226,168
226,506
226,61
226,22
226,574
226,9
227,158
227,202
227,516
227,22
227,74
227,128
227,51
227,9
227,123
227,575
228,12
228,41
228,13
228,538
228,570
228,128
228,6
228,9
228,32
228,50
229,550
229,56
229,41
229,46
229,516
229,128
229,576
229,6
229,121
229,54
230,90
230,541
230,56
230,213
230,495
230,13
230,400
230,128
230,6
230,54
231,90
231,56
231,41
231,46
231,128
231,6
231,53
231,9
231,577
231,54
232,90
232,185
232,213
232,46
232,92
232,48
232,372
232,317
232,9
232,577
233,90
233,41
233,13
233,103
233,516
233,574
233,6
233,53
233,9
233,578
234,33
234,496
234,12
234,22
234,74
234,579
234,87
234,517
234,9
234,481
235,158
235,41
235,516
235,74
235,574
235,48
235,6
235,88
235,9
235,70
236,56
236,533
236,41
236,202
236,168
236,101
236,61
236,9
236,171
236,63
237,90
237,151
237,462
237,165
237,505
237,168
237,169
237,128
237,9
237,63
238,495
238,516
238,92
238,73
238,4
238,488
238,75
238,6
238,53
238,9
239,213
239,496
239,78
239,268
239,579
239,87
239,517
239,121
239,9
239,70
240,90
240,168
240,538
240,508
240,572
240,101
240,74
240,51
240,9
240,70
241,541
241,151
241,400
241,22
241,72
241,194
241,53
241,164
241,9
241,93
242,580
242,438
242,581
242,168
242,60
242,155
242,515
242,48
242,9
242,63
243,582
243,516
243,168
243,583
243,538
243,312
243,503
243,515
243,288
243,9
244,405
244,96
244,187
244,535
244,470
244,584
244,585
244,9
244,586
244,587
245,71
245,13
245,103
245,516
245,588
245,168
245,144
245,189
245,9
245,524
246,589
246,185
246,469
246,417
246,317
246,539
246,9
246,70
246,480
246,471
247,185
247,92
247,34
247,223
247,104
247,288
247,551
247,63
247,512
247,233
248,90
248,158
248,213
248,495
248,201
248,41
248,46
248,516
248,9
248,70
249,151
249,462
249,590
249,505
249,168
249,60
249,74
249,591
249,9
249,63
250,592
250,290
250,168
250,593
250,594
250,74
250,515
250,595
250,9
250,63
251,513
251,184
251,185
251,502
251,14
251,516
251,92
251,508
251,288
251,9
252,191
252,27
252,496
252,127
252,173
252,74
252,288
252,9
252,596
252,597
253,46
253,78
253,135
253,22
253,140
253,48
253,285
253,598
253,599
253,600
254,191
254,601
254,135
254,602
254,603
254,604
254,605
254,606
254,599
254,607
255,608
255,609
255,610
255,602
255,611
255,612
255,613
255,614
255,615
255,616
256,194
256,617
256,610
256,602
256,618
256,605
256,612
256,619
256,607
256,620
257,621
257,572
257,140
257,515
257,602
257,618
257,611
257,622
257,623
257,614
258,191
258,97
258,140
258,574
258,609
258,75
258,329
258,602
258,612
258,615
259,311
259,624
259,185
259,498
259,625
259,140
259,602
259,9
259,551
259,626
260,143
260,227
260,519
260,194
260,515
260,602
260,618
260,611
260,53
260,612
261,627
261,628
261,135
261,534
261,140
261,629
261,515
261,602
261,630
261,626
262,624
262,83
262,590
262,516
262,155
262,631
262,160
262,441
262,632
262,88
263,633
263,634
263,608
263,515
263,609
263,181
263,617
263,635
263,602
263,623
264,397
264,140
264,574
264,372
264,128
264,636
264,602
264,604
264,53
264,637
265,638
265,639
265,91
265,135
265,30
265,488
265,48
265,181
265,640
265,598
266,641
266,185
266,91
266,634
266,488
266,515
266,617
266,612
266,642
266,599
267,191
267,643
267,140
267,634
267,531
267,4
267,532
267,75
267,644
267,645
268,646
268,593
268,140
268,634
268,608
268,515
268,647
268,75
268,602
268,551
269,227
269,119
269,22
269,574
269,515
269,53
269,414
269,599
269,645
269,614
270,191
270,472
270,119
270,467
270,291
270,140
270,515
270,93
270,599
270,645
271,648
271,119
271,467
271,436
271,572
271,140
271,160
271,602
271,611
271,599
272,649
272,142
272,158
272,191
272,119
272,650
272,388
272,140
272,4
272,515
273,648
273,651
273,27
273,634
273,75
273,414
273,652
273,653
273,654
273,655
274,656
274,657
274,658
274,155
274,30
274,140
274,4
274,532
274,515
274,600
275,191
275,659
275,226
275,140
275,79
275,634
275,194
275,617
275,602
275,615
276,534
276,140
276,194
276,515
276,636
276,602
276,604
276,53
276,102
276,612
277,142
277,507
277,194
277,636
277,660
277,661
277,604
277,612
277,637
277,662
278,656
278,216
278,515
278,602
278,611
278,615
279,117
279,436
279,536
279,61
279,140
279,4
279,515
279,75
279,645
279,653
280,158
280,663
280,119
280,388
280,128
280,153
280,660
280,602
280,551
280,637
281,119
281,467
281,140
281,629
281,515
281,441
281,602
281,285
281,314
281,664
282,472
282,665
282,388
282,140
282,634
282,488
282,612
282,666
282,645
282,600
283,299
283,96
283,625
283,667
283,602
283,668
283,669
283,670
283,615
283,637
284,191
284,533
284,27
284,140
284,79
284,372
284,153
284,666
284,645
284,654
285,185
285,625
285,22
285,140
285,488
285,515
285,372
285,602
285,53
285,36
286,648
286,108
286,22
286,140
286,79
286,74
286,194
286,617
286,602
286,620
287,572
287,30
287,73
287,4
287,515
287,617
287,602
287,53
287,671
287,672
288,140
288,4
288,515
288,666
288,645
289,656
289,657
289,467
289,673
289,100
289,140
289,634
289,515
289,642
289,599
290,227
290,135
290,140
290,79
290,488
290,605
290,599
290,614
290,607
290,620
291,191
291,641
291,508
291,634
291,4
291,194
291,608
291,515
291,181
291,602
292,41
292,22
292,140
292,574
292,515
292,372
292,53
292,599
292,645
292,614
293,191
293,117
293,628
293,467
293,593
293,140
293,515
293,609
293,645
293,520
294,438
294,674
294,223
294,101
294,22
294,140
294,574
294,515
294,441
294,599
295,648
295,30
295,75
295,631
295,602
295,611
295,615
295,637
296,656
296,658
296,581
296,22
296,30
296,140
296,194
296,515
296,157
296,602
297,580
297,142
297,41
297,46
297,643
297,120
297,22
297,140
297,53
297,645
298,27
298,674
298,22
298,140
298,79
298,4
298,515
298,551
298,645
298,620
299,675
299,191
299,140
299,634
299,515
299,75
299,612
299,93
299,645
299,600
300,154
300,119
300,219
300,676
300,140
300,634
300,631
300,286
300,599
300,655
301,550
301,677
301,625
301,140
301,602
301,285
301,605
301,664
301,619
301,607
302,498
302,676
302,140
302,515
302,88
302,89
302,678
302,599
302,600
302,655
303,649
303,360
303,79
303,105
303,364
303,617
303,660
303,661
303,637
303,679
304,78
304,625
304,140
304,488
304,48
304,560
304,602
304,640
304,598
304,670
305,185
305,628
305,467
305,22
305,140
305,515
305,441
305,153
305,36
305,645
306,191
306,168
306,593
306,388
306,140
306,4
306,515
306,551
306,645
306,653
307,119
307,680
307,22
307,488
307,153
307,44
307,602
307,640
307,102
307,637
308,681
308,585
308,682
308,683
308,611
308,293
308,670
308,615
308,637
308,672
309,78
309,48
309,684
309,44
309,602
309,640
309,678
309,414
309,642
309,614
310,472
310,388
310,140
310,634
310,515
310,612
310,93
310,599
310,645
310,614
311,628
311,685
311,477
311,135
311,585
311,686
311,322
311,604
311,599
311,687
312,624
312,91
312,119
312,131
312,140
312,48
312,591
312,604
312,171
312,645
313,119
313,593
313,155
313,140
313,4
313,515
313,75
313,551
313,645
313,653
314,656
314,593
314,140
314,515
314,286
314,614
314,600
314,655
315,158
315,91
315,226
315,30
315,140
315,585
315,48
315,313
315,640
315,645
316,688
316,439
316,658
316,291
316,689
316,676
316,140
316,631
316,599
316,655
317,91
317,628
317,690
317,226
317,680
317,22
317,140
317,488
317,585
317,602
318,641
318,628
318,643
318,519
318,140
318,634
318,75
318,604
318,599
318,614
319,691
319,227
319,219
319,633
319,140
319,194
319,602
319,612
319,607
319,620
320,191
320,689
320,140
320,634
320,515
320,285
320,604
320,551
320,599
320,645
321,27
321,79
321,4
321,488
321,692
321,75
321,364
321,612
321,137
321,620
322,693
322,27
322,673
322,680
322,73
322,316
322,121
322,551
322,653
323,589
323,439
323,92
323,543
323,219
323,694
323,631
323,166
324,589
324,695
324,689
324,696
324,697
324,634
324,316
324,635
324,698
324,224
325,699
325,27
325,548
325,219
325,229
325,503
325,364
325,68
325,121
325,653
326,589
326,191
326,533
326,227
326,508
326,388
326,316
326,75
326,181
326,189
327,688
327,119
327,700
327,543
327,473
327,631
327,166
327,652
328,693
328,472
328,119
328,508
328,634
328,316
328,515
328,684
328,698
328,653
329,227
329,119
329,473
329,100
329,61
329,104
329,75
329,441
329,166
329,512
330,227
330,299
330,502
330,701
330,104
330,4
330,515
330,288
330,289
330,666
331,119
331,543
331,131
331,219
331,61
331,316
331,75
331,166
331,286
331,653
332,648
332,693
332,651
332,634
332,515
332,75
332,51
332,558
332,698
332,653
333,92
333,168
333,61
333,515
333,288
333,6
333,166
333,153
333,702
333,289
334,703
334,704
334,61
334,694
334,316
334,75
334,631
334,153
335,693
335,651
335,516
335,634
335,316
335,105
335,75
335,68
335,684
335,705
336,502
336,103
336,516
336,229
336,111
336,75
336,68
336,706
336,121
336,653
337,516
337,78
337,120
337,66
337,574
337,515
337,105
337,51
337,89
337,63
338,191
338,533
338,291
338,92
338,73
338,316
338,515
338,75
338,121
338,653
339,191
339,516
339,543
339,4
339,515
339,51
339,68
339,52
339,121
339,653
340,707
340,168
340,131
340,22
340,73
340,515
340,75
340,153
340,666
340,653
341,708
341,428
341,27
341,374
341,22
341,79
341,488
341,515
341,63
341,137
342,589
342,158
342,695
342,696
342,219
342,312
342,72
342,194
342,684
342,286
343,643
343,78
343,22
343,72
343,280
343,48
343,153
343,640
343,32
343,653
344,191
344,27
344,548
344,543
344,316
344,51
344,68
344,121
344,146
344,653
345,693
345,27
345,543
345,229
345,372
345,51
345,364
345,68
345,121
345,653
346,474
346,103
346,548
346,543
346,690
346,229
346,68
346,709
346,121
346,653
347,103
347,543
347,690
347,229
347,4
347,75
347,364
347,68
347,121
347,653
348,543
348,710
348,226
348,229
348,711
348,372
348,105
348,68
348,121
348,653
349,46
349,467
349,22
349,155
349,79
349,712
349,75
349,441
349,153
349,713
350,656
350,103
350,467
350,516
350,548
350,543
350,155
350,515
350,631
350,68
351,191
351,13
351,46
351,516
351,22
351,51
351,68
351,88
351,113
351,653
352,643
352,506
352,22
352,72
352,140
352,79
352,48
